"","baker_first_name","baker_last_name","baker_age","baker_occupation","baker_hometown","series","episode","technical","signature_bake","show_stopper","result"
"1","Annetha","Mills",30,"Midwife","Essex",1,1,"2","Light Jamaican Black Cakewith Strawberries and Cream","Red, White & Blue Chocolate Cake with Cigarellos, Fresh Fruit, and Cream","IN"
"2","David","Chambers",31,"Entrepreneur","Milton Keynes",1,1,"3","Chocolate Orange Cake","Black Forest Floor Gateauxwith Moulded Chocolate Leaves, Fallen Fruitand Chocolate Mushrooms Moulded from eggs","IN"
"3","Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford",1,1,"1","Caramel Cinnamon and Banana Cake","N/A","IN"
"4","Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham",1,1,NA,"Fresh Mango and Passion Fruit Hummingbird Cake","N/A","IN"
"5","Jonathan","Shepherd",25,"Research Analyst","St Albans",1,1,"9","Carrot Cake with Lime and Cream Cheese Icing","Three Tiered White and Dark Chocolate with Almond and Cherry","IN"
"6","Louise","Brimelow",44,"Police Officer","Manchester",1,1,NA,"Carrot and Orange Cake","Never Fail Chocolate Sponge Cake,with Fresh Fruit, White & Chocolate Cigarello Border","IN"
"7","Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,1,"8","Triple Layered Brownie Meringue Cake
with Raspberry Cream","Three Tiered Chocolate Fudge Cake  with Handmade Chocolate Button Decorations","IN"
"8","Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire",1,1,NA,"Three Tiered Lemon Drizzle Cakewith Fresh Cream and freshly made Lemon Curd","Classic Chocolate Sponge wrapped in a Chocolate Collartopped with Handmade White and Dark Chocolate Truffles","IN"
"9","Lea","Harris",51,"Retired","Midlothian, Scotland",1,1,"10","Cranberry and Pistachio Cakewith Orange Flower Water Icing","Raspberries and Cream filled Chocolatewith Chocolate-dipped Fresh Fruit","OUT"
"10","Mark","Whithers",48,"Bus Driver","South Wales",1,1,NA,"Sticky Marmalade Tea Loaf","Heart-shaped Chocolate and Beetroot Cake with Store-Bought silver chocolate hearts and chocolate red and white roses.","OUT"
"11","David","Chambers",31,"Entrepreneur","Milton Keynes",1,2,"8","Cheddar Cheese and Fresh Rosemary Biscuits","Choux Pastry Swans  Chocolate Profiteroles","IN"
"12","Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford",1,2,"6","Oatmeal Raisin Cookie","Pink Macarons","IN"
"13","Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham",1,2,"2","Millionaires' Shortbread","Meringues with Chocolate and Space DustCoffee flavoured Eclairs","IN"
"14","Jonathan","Shepherd",25,"Research Analyst","St Albans",1,2,"1","Honey and Candied Ginger Cookies","Meringues with Whiskey Cream","IN"
"15","Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,2,"3","Fresh Vanilla Biscuits with Royal Icing","Pistachio Macarons","IN"
"16","Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire",1,2,"5","Peanut Shortbread withSalted Peanut Caramel","Almond Macaron with Violet ButtercreamRaspberries and Cream Eclairs","IN"
"17","Annetha","Mills",30,"Midwife","Essex",1,2,"7","Rose Petal Shortbread","Pink Swirl Macarons / Eclairs","OUT"
"18","Louise","Brimelow",44,"Police Officer","Manchester",1,2,"4","Stained Glass Window Shortbread","Strawberry, Mint, and Cream Meringues  Chocolate Eclairs / Orange, Yellow and Pink Macarons","OUT"
"19","Lea","Harris",51,"Retired","Midlothian, Scotland",1,2,NA,NA,NA,NA
"20","Mark","Whithers",48,"Bus Driver","South Wales",1,2,NA,NA,NA,NA
"21","David","Chambers",31,"Entrepreneur","Milton Keynes",1,3,"4","Chilli Bread","Walnut and Seed Roll
Red Berry and Almond Bun","IN"
"22","Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford",1,3,"1","Olive Bread","Tomato and Mozzarella","IN"
"23","Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham",1,3,"5","Focaccia","Mango and Sultana Buns
Pan au Chocolat with Mars Bars
Tutti Frutti Wheel with Jelly Tots","IN"
"24","Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,3,"3","Walnut and Apricot Bread","Lemon Iced Buns
Chocolate and Orange Buns","IN"
"25","Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire",1,3,"2","Maple and Pecan Bread","Chocolate and Orange Panettone
Cranberry Bagels","IN"
"26","Jonathan","Shepherd",25,"Research Analyst","St Albans",1,3,"6","Anchovy, Sweet Paprika and Oregano Bread","Sticky Lemon Honey Bun
Olive and Anchovy Roll
Sundried Tomatoes and Fresh Herbs Roll
Stilton, Walnut and Apple Roll
Cinnamon and Cardamom Chelsea Bun","OUT"
"27","Annetha","Mills",30,"Midwife","Essex",1,3,NA,NA,NA,NA
"28","Lea","Harris",51,"Retired","Midlothian, Scotland",1,3,NA,NA,NA,NA
"29","Louise","Brimelow",44,"Police Officer","Manchester",1,3,NA,NA,NA,NA
"30","Mark","Whithers",48,"Bus Driver","South Wales",1,3,NA,NA,NA,NA
"31","Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford",1,4,"3","Apple and Plum Pudding","Apple and Cinnamon Crumble, Nutella Banana Brioche Bread Pudding, Rhubarb and Strawberry Suet Layer","IN"
"32","Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham",1,4,"2","Sticky Toffee Pudding with Tropical Fruit & Toffee Sauce","Bread & Butter Pudding, Treacle Suet Pudding with Fresh Fruit, Apple and Pineapple Crumble","IN"
"33","Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,4,"1","Sticky Toffee Pudding","Queen of Puddings, Chocolate Pear Roly Poly, Strawberry and Rhubarb Crumble","IN"
"34","Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire",1,4,"4","Peach and Blueberry Boy Bait","Apple & Ginger Crumble, Rhubarb Suet Crust, Cherry Queen of Puddings","IN"
"35","David","Chambers",31,"Entrepreneur","Milton Keynes",1,4,"5","Pear and Walnut Pudding","Apple and Blackberry Crumble, Rhubarb and Orange Betty, Suet Pear","OUT"
"36","Annetha","Mills",30,"Midwife","Essex",1,4,NA,NA,NA,NA
"37","Jonathan","Shepherd",25,"Research Analyst","St Albans",1,4,NA,NA,NA,NA
"38","Lea","Harris",51,"Retired","Midlothian, Scotland",1,4,NA,NA,NA,NA
"39","Louise","Brimelow",44,"Police Officer","Manchester",1,4,NA,NA,NA,NA
"40","Mark","Whithers",48,"Bus Driver","South Wales",1,4,NA,NA,NA,NA
"41","Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford",1,5,"2","Chicken, Ham, Leek and Tarragon Pie","Almond Sweet Pastry with Ginger and Chocolate  Raspberry Tart / Yorkshire Curd Tart  Chickpea and Salami, Red and Yellow Pepper, Asparagus Gruyere Quiche Canapés","IN"
"42","Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,5,"1","Summery Salmon, Cod and Prawn Fish Pie","Chocolate Pastry filled with Orange Cheesecake  Chocolate Pastry filled with Milk Chocolate Ganche  Strawberry Tart with Red Currant Glaze  Cheesy Crab, Broad Bean and Tomato, Pancetta Risotto Canapés","IN"
"43","Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire",1,5,"3","Minced Beef Pie","Raspberry and Dark Chocolate Tart  Creme Patisserie and Cherry Tart  Citrus Curd Tart with Creme Brulee top  Tomato, Asparagus Twirl Canapés","IN"
"44","Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham",1,5,"4","Chicken and Mushroom Pie","Jaggery, Carrot, and Spiced Condensed Milk Tart  Fruit and Custard Tart  Thai Chili Red Onion, Duck in Plum Sauce, Salmon and Prawn Canapés","OUT"
"45","Annetha","Mills",30,"Midwife","Essex",1,5,NA,NA,NA,NA
"46","David","Chambers",31,"Entrepreneur","Milton Keynes",1,5,NA,NA,NA,NA
"47","Jonathan","Shepherd",25,"Research Analyst","St Albans",1,5,NA,NA,NA,NA
"48","Lea","Harris",51,"Retired","Midlothian, Scotland",1,5,NA,NA,NA,NA
"49","Louise","Brimelow",44,"Police Officer","Manchester",1,5,NA,NA,NA,NA
"50","Mark","Whithers",48,"Bus Driver","South Wales",1,5,NA,NA,NA,NA
"51","Miranda","Browne",37,"Food buyer for Marks & Spencer","Midhurst, West Sussex",1,6,NA,"Lemon Cupcake","Eliminated after signature","Runner-up"
"52","Ruth","Clemens",31,"Retail manager/Housewife","Poynton, Cheshire",1,6,NA,"Mint, Ginger and Blackberry Cake",NA,"Runner-up"
"53","Edd","Kimber",24,"Debt collector for Yorkshire Bank","Bradford",1,6,NA,"Cinnamon and Banana Cake",NA,"WINNER"
"54","Annetha","Mills",30,"Midwife","Essex",1,6,NA,NA,NA,NA
"55","David","Chambers",31,"Entrepreneur","Milton Keynes",1,6,NA,NA,NA,NA
"56","Jasminder","Randhawa",45,"Assistant Credit Control Manager","Birmingham",1,6,NA,NA,NA,NA
"57","Jonathan","Shepherd",25,"Research Analyst","St Albans",1,6,NA,NA,NA,NA
"58","Lea","Harris",51,"Retired","Midlothian, Scotland",1,6,NA,NA,NA,NA
"59","Louise","Brimelow",44,"Police Officer","Manchester",1,6,NA,NA,NA,NA
"60","Mark","Whithers",48,"Bus Driver","South Wales",1,6,NA,NA,NA,NA
"61","Ben","Frazer",31,"Graphic Designer","Northampton",2,1,"2","Rhubarb and Custard CupcakesAfter Dinner Cupcakes","Vanilla Sponge with White Chocolate and Raspberry Buttercream","IN"
"62","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,1,"10","Apple and Cinnamon Cupcakes","UNKNOWN","IN"
"63","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,1,"8","Raspberry and Cream Cupcakes","Chocolate Marble Cakewith Dark and White Chocolate Truffles","IN"
"64","Jason","White",19,"Civil Engineering Student","Croydon",2,1,"6","Lemon Meringue CupcakesApple and Cinnamon Cupcakes","UNKNOWN","IN"
"65","Joanne",NA,NA,NA,NA,2,1,"11",NA,NA,"IN"
"66","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,1,"4","Banoffee Cupcakes","Chocolate and Raspberry Opera cake","IN"
"67","Robert","Billington",25,"Photographer","London",2,1,"3","Blackberry and Vanilla Cupcakeswith Liquorice Frosting","Genoise Layered Mousse Cakewith Chocolate Ganache","IN"
"68","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,1,"9","Guinness and Chocolate Cupcakes","Two-Tiered Chocolate Courgette Cake","IN"
"69","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,1,"7","Cherry Blossom CupcakesJapanese Lime Cupcakes","UNKNOWN","IN"
"70","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,1,"5","Cardamom and Pomegranate Cupcakes","UNKNOWN","IN"
"71","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,1,"12","Earl Grey Cupcakes","Chocolate and Sour Cream Cake","OUT"
"72","Holly","Bell",31,"Advertising executive","Leicester",2,1,"1","Cherry Bakewell Inspired CupcakesGinger Cupcakes with Fig Truffle","UNKNOWN","STAR BAKER"
"73","Ben","Frazer",31,"Graphic Designer","Northampton",2,2,"1","Chorizo, Pepper and Gruyere Quiche","Lemon Meringue Tarts","IN"
"74","Holly","Bell",31,"Advertising executive","Leicester",2,2,"4","Pesto Quiche","Milk Chocolate and Pistachio TartsTrifle Tarts","IN"
"75","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,2,"2","Stilton, Spinach and New Potato Quichewith Paprika and Walnut Pastry","UNKNOWN","IN"
"76","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,2,"8","Quiche Printanière","Red Fruit TartsChocolate and Cherry Tarts","IN"
"77","Joanne",NA,NA,NA,NA,2,2,"10",NA,NA,"IN"
"78","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,2,"9","Roasted Cauliflower, Cheese andCaramelised Onion Quiche","Butterscotch Brulée Tarts in Pecan PastryApple Rose Tarts","IN"
"79","Robert","Billington",25,"Photographer","London",2,2,"5","Smoked Bacon and Kale Quiche","Chocolate, Fennel and Ginger TartAlmond, Creme Patissiere and Poached Pear Tart","IN"
"80","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,2,"7","Crab, Coriander and Coconut Quiche","Strawberry and Basil TartsElderflower and Honeycomb Tarts","IN"
"81","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,2,"6","Smoked Haddock and Watercress Quiche","Chocolate and Orange with Cinnamon-Orange Pastry TartsBlueberry and Hazelnut with Hazelnut Pastry Tarts","IN"
"82","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,2,"11","Smoked Haddock and Watercress Quiche","Passion Fruit and Ricotta TartsSalted Chocolate, Stem Ginger and Mascarpone Cream Tarts","OUT"
"83","Jason","White",19,"Civil Engineering Student","Croydon",2,2,"3","Salmon and Pak Choi Quiche","Mint Chocolate Tarts Blueberry Bakewell Tarts","STAR BAKER"
"84","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,2,NA,NA,NA,NA
"85","Ben","Frazer",31,"Graphic Designer","Northampton",2,3,"3","Walnut, Raisin and Rosemary Loaf","UNKNOWN","IN"
"86","Holly","Bell",31,"Advertising executive","Leicester",2,3,"6","Picnic Loaf","Stilton and Walnut Rolls","IN"
"87","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,3,"8","Zupfe Loaf with Gruyère Cheese","Apple and Walnut Granary Rolls Red Onion Cottage Rolls","IN"
"88","Jason","White",19,"Civil Engineering Student","Croydon",2,3,"7","Cheese and Onion Tear and Share Loaf","UNKNOWN","IN"
"89","Joanne",NA,NA,NA,NA,2,3,"1",NA,NA,"IN"
"90","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,3,"5","Ploughman's Loaf","Herb and Walnut BreadsChocolate and Chilli Buns","IN"
"91","Robert","Billington",25,"Photographer","London",2,3,"4","Rye and Coriander Seed Loaf","Blueberry Brioche RollsLemon and Poppy Seed Rolls","IN"
"92","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,3,"10","Courgette, Caerphilly Cheese and Thyme Loaf","Walnut and Raisin RollsCracked Wheat Logs","OUT"
"93","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,3,"9","Salt and Peppercorn Loaf","Chilli and Halloumi RollsLemon and Coriander Mini Loaves","OUT"
"94","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,3,"2","Egyptian Dukkah Loaf with Mixed Spices","Pesto Bread
Sweet Coconut Rolls","STAR BAKER"
"95","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,3,NA,NA,NA,NA
"96","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,3,NA,NA,NA,NA
"97","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,4,"4","Christmas Marzipan Biscuits","Raspberry Macarons
Blackcurrant Macarons
Almond Macarons","IN"
"98","Joanne",NA,NA,NA,NA,2,4,"8",NA,NA,"IN"
"99","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,4,"2","Melting Moments","Blackcurrant and Mint MacaronsGooseberry and Elderflower MacaronsHazelnut Macarons","IN"
"100","Robert","Billington",25,"Photographer","London",2,4,"7","Chocolate and Ginger Oat Biscuits","Strawberry and Lime MacaronsLemon MacaronsChocolate and Cardamom Macarons","IN"
"101","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,4,"6","Chocolate Chip and Pistachio Biscotti","Chocolate and Lime MacaronsCoffee and Walnut MacaronsPineapple and Coconut Macarons","IN"
"102","Ben","Frazer",31,"Graphic Designer","Northampton",2,4,"5","Stem Ginger Nuts","Chocolate and Almond MacaronsPine Nut MacaronsPistachio Macarons","OUT"
"103","Holly","Bell",31,"Advertising executive","Leicester",2,4,"3","Strawberry and Custard Melts","'Chocolate bars of my youth'
(Caramel Macarons, Mint Chocolate Macarons and Chocolate Orange Macarons)","STAR BAKER"
"104","Jason","White",19,"Civil Engineering Student","Croydon",2,4,"1","Lebkuchen","Mocktail Macarons
(Mojito, Cranberry Cooler, and Pina Colada)","STAR BAKER"
"105","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,4,NA,NA,NA,NA
"106","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,4,NA,NA,NA,NA
"107","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,4,NA,NA,NA,NA
"108","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,4,NA,NA,NA,NA
"109","Holly","Bell",31,"Advertising executive","Leicester",2,5,"4","Stilton, Potato and Caramelised Onion Pie","Lime Meringue Pie","IN"
"110","Joanne",NA,NA,NA,NA,2,5,"6",NA,NA,"IN"
"111","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,5,"2","Chicken and Bacon Pie","Midnight Meringue","IN"
"112","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,5,"5","Family Fish Pie","Peach and Raspberry Meringue Pie","IN"
"113","Jason","White",19,"Civil Engineering Student","Croydon",2,5,"7","Brown Down Chicken Pie","Plum Meringue Pie","OUT"
"114","Robert","Billington",25,"Photographer","London",2,5,"3","Chicken and Mushroom Pie","Rhubarb and Custard Meringue Pie","OUT"
"115","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,5,"1","Chicken and Chestnut Pie","Rhubarb Meringue Pie","STAR BAKER"
"116","Ben","Frazer",31,"Graphic Designer","Northampton",2,5,NA,NA,NA,NA
"117","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,5,NA,NA,NA,NA
"118","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,5,NA,NA,NA,NA
"119","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,5,NA,NA,NA,NA
"120","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,5,NA,NA,NA,NA
"121","Holly","Bell",31,"Advertising executive","Leicester",2,6,"3","Father Christmas' Baked Cheesecake","Hansel and Gretel's Croquembouche","IN"
"122","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,6,"5","Rhubarb and Ginger Baked Cheesecake","Orange and Nougatine Croquembouche","IN"
"123","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,6,"4","Tutti Fruitti Curd Baked Cheesecake","Orange and Praline Croquembouche with Cardamom Caramel","IN"
"124","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,6,"2","Baked Amaretto Cheesecake","Rose Croquembouche","OUT"
"125","Joanne",NA,NA,NA,NA,2,6,"1",NA,NA,"STAR BAKER"
"126","Ben","Frazer",31,"Graphic Designer","Northampton",2,6,NA,NA,NA,NA
"127","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,6,NA,NA,NA,NA
"128","Jason","White",19,"Civil Engineering Student","Croydon",2,6,NA,NA,NA,NA
"129","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,6,NA,NA,NA,NA
"130","Robert","Billington",25,"Photographer","London",2,6,NA,NA,NA,NA
"131","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,6,NA,NA,NA,NA
"132","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,6,NA,NA,NA,NA
"133","Holly","Bell",31,"Advertising executive","Leicester",2,7,"1","White Chocolate, Hazelnut and Raspberry Genoise Mousse Cake","Apricot, Macadamia and White Chocolate PinwheelsAlmond CroissantsApple, Raisin and Cinnamon Plaits","IN"
"134","Joanne",NA,NA,NA,NA,2,7,"3",NA,NA,"IN"
"135","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,7,"2","Chocolate and Orange Mousse Cake","Raspberry Rose DanishesPraline SpiralsAlsatian Plaited Danishes","IN"
"136","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,7,"4","Chocolate Amaretto Mousse Cake","Pain Aux RaisinPlain CroissantPain Au Chocolat","OUT"
"137","Ben","Frazer",31,"Graphic Designer","Northampton",2,7,NA,NA,NA,NA
"138","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,7,NA,NA,NA,NA
"139","Jason","White",19,"Civil Engineering Student","Croydon",2,7,NA,NA,NA,NA
"140","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,7,NA,NA,NA,NA
"141","Robert","Billington",25,"Photographer","London",2,7,NA,NA,NA,NA
"142","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,7,NA,NA,NA,NA
"143","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,7,NA,NA,NA,NA
"144","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,7,NA,NA,NA,NA
"145","Holly","Bell",31,"Advertising executive","Leicester",2,8,"2","Banoffee Inspired Mille Feuille","Strawberry and Cream Meringue NestGooseberry and Elderflower 'Bakewell' TartsNeapolitan Ice-Cream Sandwich","Runner-up"
"146","Mary-Anne","Boermans",45,"Housewife","Kidderminster, Worcestershire",2,8,"3","Lemon and Ginger Mille Feuille","Fruit Tarts with Elderflower CustardStrawberry and Rhubarb CheesecakesBlack Fruit Meringue with Everlasting Syllabub","Runner-up"
"147","Joanne",NA,NA,NA,NA,2,8,"1",NA,NA,"WINNER"
"148","Ben","Frazer",31,"Graphic Designer","Northampton",2,8,NA,NA,NA,NA
"149","Ian","Vallance",40,"Fundraiser for English Heritage","Dunstable, Bedfordshire",2,8,NA,NA,NA,NA
"150","Janet","Basu",63,"Teacher of Modern Languages","Formby, Liverpool",2,8,NA,NA,NA,NA
"151","Jason","White",19,"Civil Engineering Student","Croydon",2,8,NA,NA,NA,NA
"152","Keith","Batsford",31,"House husband","Arlesey, Bedfordshire",2,8,NA,NA,NA,NA
"153","Robert","Billington",25,"Photographer","London",2,8,NA,NA,NA,NA
"154","Simon","Blackwell",31,"Rugby Coach","Norfolk",2,8,NA,NA,NA,NA
"155","Urvashi","Roe",40,"Head of Marketing","Enfield, London",2,8,NA,NA,NA,NA
"156","Yasmin","Limbert",43,"Childminder","West Kirby, The Wirral",2,8,NA,NA,NA,NA
"157","Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield",3,1,"10","Plum, Sour Cherry & Walnut","UNKNOWN","IN"
"158","Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex",3,1,"5","Apple, Hazelnut and Calvados","Hidden Cupcake Cake","IN"
"159","Danny","Bryden",45,"Intensive care consultant","Sheffield",3,1,"7","Plum, Ginger & Orange","UNKNOWN","IN"
"160","James","Morton",21,"Medical student","Hillswick, Shetland Islands",3,1,"2","Parsnip, Pear, and Pecan","""Simmer Dim"" Sunset Cake","IN"
"161","John","Whaite",22,"Law student","Wigan",3,1,"11","Toffee Apple, Orange & Cranberry","Hidden Pink Hearts Cake","IN"
"162","Manisha","Parmar",27,"Nursery nurse","Leicester",3,1,"6","Vanilla, Peach and Raspberry","White Chocolate Cake with a Red Velvet and White Chocolate Mousse Heart","IN"
"163","Peter","Maloney",43,"Sales manager","Windsor, Berkshire",3,1,"3","Pear, Muscat & Chocolate","Jubilee Cake","IN"
"164","Ryan","Chong",38,"Photographer","Bristol",3,1,"8","Kumquat and Orange Polenta","Hidden Flowerbed Mousse Cake","IN"
"165","Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex",3,1,"1","Pear, Chocolate and Hazelnut","Hidden Crown Cake","IN"
"166","Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",3,1,"9","Tomato and Ginger","Lemon and Pistachio Union Flag Cake","IN"
"167","Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",3,1,"12","Pineapple & Passion Fruit","Mother's Day Layered Rose Cake","OUT"
"168","Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",3,1,"4","Pear and Pecan","Blackbird Pie Cake","STAR BAKER"
"169","Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield",3,2,"4","Middle Eastern Taboon BreadIndian Rotis","Chocolate and Vanilla Bagels
Cumin and Gruyere Bagels","IN"
"170","Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex",3,2,"8","Spiced Mango NaanLime, Coriander and Chilli Tortillas","Cranberry and Orange Bagels
Chipotle, Chili, and Smoked Cheddar Bagels","IN"
"171","Danny","Bryden",45,"Intensive care consultant","Sheffield",3,2,"3","Lime Coriander and Coconut TortillasZaatar Naan with Dukkah","UNKNOWN","IN"
"172","James","Morton",21,"Medical student","Hillswick, Shetland Islands",3,2,"2","Tomato, Garlic, and Parmesan FlatbreadsTattie Scones","Orange, Mint and Chocolate Bagels
'Millers' Sourdough Bagels","IN"
"173","Manisha","Parmar",27,"Nursery nurse","Leicester",3,2,"6","Indian FlatbreadsItalian Flatbreads","UNKNOWN","IN"
"174","Ryan","Chong",38,"Photographer","Bristol",3,2,"5","Shanghai Spring Onion FlatbreadsGarlic and Coriander Naan","Cinnamon and Date Bagels
Tarragon and Rosemary Bagels","IN"
"175","Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex",3,2,"10","Toasted Coconut and Lime RotisOatcakes","UNKNOWN","IN"
"176","Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",3,2,"9","Bombay BreadChorizo and Spring Onion Naan","Cinnamon and Cranberry Bagels
Tomato and Thyme Bagels","IN"
"177","Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",3,2,"7","Coriander and Lemon NaanGarlic and Parsnip Chapatis","Saffron and Golden Raisin Bagels
Porcini Bagels","IN"
"178","Peter","Maloney",43,"Sales manager","Windsor, Berkshire",3,2,"11","Fennel and Nigella Seed NaanBannock Bread","Rosemary and Sea Salt Bagels
Apple and Cinnamon Bagels","OUT"
"179","John","Whaite",22,"Law student","Wigan",3,2,"1","Coriander and Chilli RotisGarlic, Pomegranate and Potato Pitas","Fig, Walnut and Gruyere Bagels
Blueberry and White Chocolate Bagels","STAR BAKER"
"180","Natasha","Stringer",36,"Midwife","Tamworth, Staffordshire",3,2,NA,NA,NA,NA
"181","Brendan","Lynch",63,"Recruitment consultant","Sutton Coldfield",3,3,"9","Apple and Ginger Tarte Tatin","Blackberry, Nectarine and Dragon Fruit Tart","IN"
"182","Cathryn","Dresser",27,"Shop assistant","Pease Pottage, West Sussex",3,3,"3","Plum, Cherry and Five Spice Tarte Tatin","Raspberry, Pistachio and Lemon Tart","IN"
"183","Danny","Bryden",45,"Intensive care consultant","Sheffield",3,3,"2","Savoury Pear and Roquefort Tarte Tatin","Pineapple, Coconut and Frangipane Tart","IN"
"184","John","Whaite",22,"Law student","Wigan",3,3,"6","Apple and Vanilla Tarte Tatin with Walnut Praline","Berries, Grapes, Pomegranate, and Dragon Fruit Tart","IN"
"185","Manisha","Parmar",27,"Nursery nurse","Leicester",3,3,"10","Cinnamon, Apple and Pear Tarte Tatin","Rum and Tropical Fruit Tart","IN"
"186","Ryan","Chong",38,"Photographer","Bristol",3,3,"5","Spiced Pear Tarte Tatin","UNKNOWN","IN"
"187","Sarah-Jane","Willis",28,"Vicar's wife","Bewbush, West Sussex",3,3,"8","Caramelised Banana Tarte Tatin","French Apple Tart with Blackberry and Cassis Jam","IN"
"188","Stuart","Marston-Smith",26,"PE teacher","Lichfield, Staffordshire",3,3,"7","Pear and Almond Tarte Tatin","Raspberry Triple Chocolate Layered Tart","IN"
"189","Victoria","Chester",50,"CEO of the charity Plantlife","Somerset",3,3,"4","Fig, Walnut and Pink Peppercorn Tarte Tatin","Tropical Fruit Tart with Black Pepper Crust","OUT"
